32.039; 354.109
31.088; 345.327
30.342; 337.791
29.443; 329.002
28.647; 324.016
27.927; 317.112
26.951; 312.785
25.976; 307.822
25.077; 302.849
24.256; 300.409
23.512; 297.960
22.691; 296.793
21.896; 295.622
21.049; 294.458
20.383; 294.543
19.614; 295.276
18.742; 296.659
17.986; 298.027
17.205; 302.578
16.604; 308.378
16.055; 317.986
