18.45;300;0.75;;;;;;;;
18.69;305;0.75;;;;;;;;
18.89;305;0.75;;;;;;;;
19.09;305;0.75;;;;;;;;
19.24;329;0.78;;;;;;;;
19.33;397;0.81;;;;;;;;
20.06;469;0.83;;;;;;;;
24.70;858;0.865;;;;;;;;
24.77;866;0.865;;;;;;;;
24.98;675;0.885;;;;;;;;
25.21;435;0.822;;;;;;;;
25.35;435;0.822;;;;;;;;
25.49;440;0.822;;;;;;;;
25.61;440;0.822;;;;;;;;
25.72;440;0.822;;;;;;;;
25.82;435;0.822;;;;;;;;
25.92;435;0.822;;;;;;;;
26.01;435;0.822;;;;;;;;
26.11;401;0.81;;;;;;;;
26.20;401;0.81;;;;;;;;
26.28;406;0.805;;;;;;;;
26.36;406;0.805;;;;;;;;
26.43;406;0.805;;;;;;;;
26.49;406;0.805;;;;;;;;
26.55;406;0.805;;;;;;;;
26.63;368;0.79;;;;;;;;
26.70;373;0.79;;;;;;;;
26.83;353;0.79;;;;;;;;
26.93;363;0.785;;;;;;;;
27.07;373;0.785;;;;;;;;
27.20;377;0.785;;;;;;;;
27.36;382;0.785;;;;;;;;
27.48;387;0.793;;;;;;;;
27.62;387;0.793;;;;;;;;
27.76;387;0.793;;;;;;;;
27.90;387;0.793;;;;;;;;
28.02;387;0.793;;;;;;;;
28.14;387;0.79;;;;;;;;
28.25;387;0.79;;;;;;;;
28.36;392;0.79;;;;;;;;
28.47;387;0.79;;;;;;;;
28.58;382;0.79;;;;;;;;
28.70;387;0.79;;;;;;;;
28.80;387;0.79;;;;;;;;
28.90;387;0.79;;;;;;;;
29.00;382;0.788;;;;;;;;
29.09;387;0.788;;;;;;;;
29.18;387;0.788;;;;;;;;
29.27;392;0.8;;;;;;;;
29.34;420;0.8;;;;;;;;
29.41;420;0.8;;;;;;;;
29.48;420;0.8;;;;;;;;
29.49;564;0.855;;;;;;;;
29.52;572;0.861;;;;;;;;
29.54;564;0.858;;;;;;;;
29.56;572;0.861;;;;;;;;
29.56;601;0.865;;;;;;;;
29.57;601;0.865;;;;;;;;
29.58;601;0.865;;;;;;;;
29.52;704;0.875;;;;;;;;
29.49;704;0.875;;;;;;;;
29.46;697;0.875;;;;;;;;
29.47;630;0.87;;;;;;;;
29.44;630;0.87;;;;;;;;
29.41;630;0.87;;;;;;;;
29.38;630;0.87;;;;;;;;
29.42;528;0.848;;;;;;;;
29.44;455;0.82;;;;;;;;
29.44;455;0.82;;;;;;;;
29.44;455;0.82;;;;;;;;
29.46;401;0.8;;;;;;;;
29.46;406;0.8;;;;;;;;
29.46;406;0.8;;;;;;;;
29.46;411;0.801;;;;;;;;
29.46;406;0.8;;;;;;;;
29.46;406;0.8;;;;;;;;
29.46;411;0.801;;;;;;;;
29.48;406;0.8;;;;;;;;
29.49;411;0.801;;;;;;;;
29.48;411;0.801;;;;;;;;
29.48;406;0.8;;;;;;;;
29.50;416;0.801;;;;;;;;
29.52;411;0.801;;;;;;;;
29.53;601;0.865;;;;;;;;
29.48;726;0.875;;;;;;;;
29.51;593;0.865;;;;;;;;
29.50;593;0.865;;;;;;;;
29.51;520;0.845;;;;;;;;
29.53;513;0.84;;;;;;;;
29.52;513;0.84;;;;;;;;
29.52;505;0.838;;;;;;;;
29.52;513;0.84;;;;;;;;
29.50;505;0.838;;;;;;;;
29.52;499;0.838;;;;;;;;
29.45;763;0.875;;;;;;;;
29.41;873;0.866;;;;;;;;
29.37;873;0.866;;;;;;;;
29.48;697;0.875;;;;;;;;
29.47;704;0.875;;;;;;;;
29.47;697;0.875;;;;;;;;
29.47;697;0.875;;;;;;;;
29.47;697;0.875;;;;;;;;
29.46;697;0.875;;;;;;;;
29.49;689;0.875;;;;;;;;
29.48;711;0.875;;;;;;;;
29.48;682;0.784;;;;;;;;
29.48;652;0.873;;;;;;;;
29.46;660;0.873;;;;;;;;
29.54;469;0.83;;;;;;;;
29.55;474;0.83;;;;;;;;
29.56;478;0.83;;;;;;;;
29.56;535;0.85;;;;;;;;
29.55;542;0.85;;;;;;;;
29.55;542;0.85;;;;;;;;
29.54;535;0.85;;;;;;;;
29.54;528;0.85;;;;;;;;
29.53;520;0.85;;;;;;;;
29.54;535;0.85;;;;;;;;
29.53;542;0.85;;;;;;;;
29.54;474;0.83;;;;;;;;
29.53;478;0.83;;;;;;;;
29.51;478;0.83;;;;;;;;
29.52;430;0.81;;;;;;;;
29.54;387;0.798;;;;;;;;
29.54;387;0.798;;;;;;;;
29.55;387;0.798;;;;;;;;
29.56;382;0.798;;;;;;;;
29.56;392;0.799;;;;;;;;
29.56;392;0.799;;;;;;;;
29.56;397;0.799;;;;;;;;
29.56;397;0.799;;;;;;;;
29.64;397;0.799;;;;;;;;
29.67;397;0.799;;;;;;;;
29.68;397;0.799;;;;;;;;
29.68;397;0.799;;;;;;;;
29.68;397;0.799;;;;;;;;
29.91;401;0.799;;;;;;;;
29.75;858;0.87;;;;;;;;
29.71;858;0.87;;;;;;;;
29.68;858;0.87;;;;;;;;
29.64;858;0.87;;;;;;;;
29.60;858;0.87;;;;;;;;
29.57;858;0.87;;;;;;;;
29.55;852;0.87;;;;;;;;
29.53;858;0.87;;;;;;;;
29.49;836;0.873;;;;;;;;
29.71;397;0.799;;;;;;;;
29.61;682;0.874;;;;;;;;
29.60;682;0.874;;;;;;;;
29.59;682;0.874;;;;;;;;
29.62;697;0.875;;;;;;;;
29.53;932;0.856;;;;;;;;
