17.22;942;0.75;;;;;;;;
17.26;908;0.75;;;;;;;;
17.25;917;0.75;;;;;;;;
17.23;908;0.75;;;;;;;;
17.32;792;0.8;;;;;;;;
17.34;792;0.8;;;;;;;;
17.32;792;0.8;;;;;;;;
17.29;792;0.8;;;;;;;;
17.37;674;0.845;;;;;;;;
17.38;674;0.845;;;;;;;;
17.38;674;0.845;;;;;;;;
17.38;674;0.845;;;;;;;;
17.33;725;0.83;;;;;;;;
17.39;591;0.845;;;;;;;;
17.46;591;0.845;;;;;;;;
17.40;767;0.81;;;;;;;;
17.38;775;0.81;;;;;;;;
17.44;775;0.81;;;;;;;;
23.76;903;0.835;;;;;;;;
23.79;903;0.835;;;;;;;;
23.79;903;0.835;;;;;;;;
23.80;903;0.835;;;;;;;;
23.78;903;0.835;;;;;;;;
23.74;903;0.835;;;;;;;;
23.78;815;0.87;;;;;;;;
23.86;689;0.883;;;;;;;;
23.87;689;0.883;;;;;;;;
23.87;689;0.883;;;;;;;;
23.86;697;0.883;;;;;;;;
23.84;689;0.883;;;;;;;;
23.89;579;0.875;;;;;;;;
23.97;459;0.83;;;;;;;;
24.00;459;0.83;;;;;;;;
24.03;459;0.83;;;;;;;;
23.99;557;0.87;;;;;;;;
23.98;557;0.87;;;;;;;;
23.96;550;0.87;;;;;;;;
23.95;550;0.87;;;;;;;;
23.92;542;0.87;;;;;;;;
23.89;550;0.87;;;;;;;;
23.89;483;0.845;;;;;;;;
23.88;483;0.845;;;;;;;;
23.86;483;0.845;;;;;;;;
23.86;445;0.845;;;;;;;;
23.89;382;0.805;;;;;;;;
23.91;378;0.805;;;;;;;;
23.92;373;0.805;;;;;;;;
23.90;445;0.835;;;;;;;;
23.90;445;0.835;;;;;;;;
23.90;445;0.835;;;;;;;;
23.90;455;0.835;;;;;;;;
23.91;450;0.835;;;;;;;;
23.91;450;0.835;;;;;;;;
23.92;455;0.835;;;;;;;;
23.92;455;0.835;;;;;;;;
23.92;455;0.835;;;;;;;;
23.91;455;0.835;;;;;;;;
23.91;455;0.835;;;;;;;;
23.89;455;0.835;;;;;;;;
23.90;401;0.81;;;;;;;;
23.88;406;0.81;;;;;;;;
23.87;406;0.81;;;;;;;;
23.87;401;0.81;;;;;;;;
23.87;401;0.81;;;;;;;;
23.87;401;0.81;;;;;;;;
23.88;401;0.81;;;;;;;;
23.90;397;0.81;;;;;;;;
23.88;392;0.81;;;;;;;;
23.87;392;0.81;;;;;;;;
23.85;392;0.81;;;;;;;;
23.83;392;0.81;;;;;;;;
23.81;392;0.81;;;;;;;;
23.80;378;0.8;;;;;;;;
23.78;378;0.8;;;;;;;;
23.76;378;0.8;;;;;;;;
23.74;378;0.8;;;;;;;;
23.74;378;0.8;;;;;;;;
23.72;378;0.8;;;;;;;;
23.69;378;0.8;;;;;;;;
23.67;378;0.8;;;;;;;;
23.63;378;0.8;;;;;;;;
23.61;378;0.8;;;;;;;;
23.58;378;0.8;;;;;;;;
23.56;378;0.8;;;;;;;;
23.54;378;0.8;;;;;;;;
23.48;378;0.8;;;;;;;;
23.47;378;0.8;;;;;;;;
23.43;378;0.8;;;;;;;;
23.42;378;0.8;;;;;;;;
23.45;378;0.8;;;;;;;;
23.48;378;0.8;;;;;;;;
23.46;378;0.8;;;;;;;;
23.44;378;0.8;;;;;;;;
23.43;378;0.8;;;;;;;;
23.41;378;0.8;;;;;;;;
23.39;378;0.8;;;;;;;;
23.35;378;0.8;;;;;;;;
23.32;378;0.8;;;;;;;;
23.31;382;0.8;;;;;;;;
23.28;382;0.8;;;;;;;;
23.26;382;0.8;;;;;;;;
23.25;378;0.8;;;;;;;;
23.23;382;0.8;;;;;;;;
23.20;382;0.8;;;;;;;;
23.17;382;0.8;;;;;;;;
23.13;382;0.8;;;;;;;;
23.08;382;0.8;;;;;;;;
23.06;382;0.8;;;;;;;;
22.99;382;0.8;;;;;;;;
22.97;382;0.8;;;;;;;;
22.92;382;0.8;;;;;;;;
22.89;387;0.8;;;;;;;;
22.86;382;0.8;;;;;;;;
22.82;382;0.8;;;;;;;;
22.77;382;0.8;;;;;;;;
22.76;387;0.8;;;;;;;;
22.72;382;0.8;;;;;;;;
22.67;373;0.8;;;;;;;;
22.62;373;0.8;;;;;;;;
22.57;378;0.8;;;;;;;;
22.52;378;0.8;;;;;;;;
22.46;378;0.8;;;;;;;;
22.36;358;0.8;;;;;;;;
22.30;368;0.8;;;;;;;;
22.27;373;0.8;;;;;;;;
22.22;373;0.8;;;;;;;;
22.18;378;0.8;;;;;;;;
22.13;378;0.8;;;;;;;;
22.09;378;0.8;;;;;;;;
22.06;373;0.8;;;;;;;;
22.03;378;0.8;;;;;;;;
21.99;378;0.8;;;;;;;;
21.95;378;0.8;;;;;;;;
21.91;373;0.8;;;;;;;;
21.86;373;0.8;;;;;;;;
21.82;373;0.8;;;;;;;;
21.77;368;0.8;;;;;;;;
21.71;382;0.8;;;;;;;;
21.67;373;0.8;;;;;;;;
21.61;373;0.8;;;;;;;;
21.56;373;0.8;;;;;;;;
21.50;392;0.81;;;;;;;;
21.46;363;0.79;;;;;;;;
21.38;358;0.79;;;;;;;;
21.33;353;0.79;;;;;;;;
21.26;353;0.79;;;;;;;;
21.20;348;0.79;;;;;;;;
21.15;348;0.79;;;;;;;;
21.14;348;0.79;;;;;;;;
21.09;348;0.79;;;;;;;;
21.03;348;0.79;;;;;;;;
20.96;353;0.79;;;;;;;;
20.89;353;0.79;;;;;;;;
20.83;348;0.79;;;;;;;;
20.76;348;0.79;;;;;;;;
20.69;348;0.79;;;;;;;;
20.62;353;0.79;;;;;;;;
20.56;353;0.79;;;;;;;;
20.51;348;0.79;;;;;;;;
20.45;353;0.79;;;;;;;;
20.39;348;0.79;;;;;;;;
20.33;348;0.79;;;;;;;;
20.28;348;0.79;;;;;;;;
20.21;353;0.79;;;;;;;;
20.14;353;0.79;;;;;;;;
20.06;348;0.79;;;;;;;;
19.99;348;0.79;;;;;;;;
19.91;348;0.79;;;;;;;;
19.82;348;0.79;;;;;;;;
19.76;348;0.79;;;;;;;;
19.67;348;0.79;;;;;;;;
19.59;348;0.79;;;;;;;;
19.51;348;0.79;;;;;;;;
19.46;353;0.79;;;;;;;;
19.38;353;0.79;;;;;;;;
19.34;353;0.79;;;;;;;;
19.29;358;0.79;;;;;;;;
19.22;353;0.79;;;;;;;;
19.14;358;0.79;;;;;;;;
19.05;358;0.79;;;;;;;;
18.98;353;0.785;;;;;;;;
18.89;353;0.785;;;;;;;;
18.81;353;0.785;;;;;;;;
18.72;348;0.785;;;;;;;;
18.60;397;0.785;;;;;;;;
18.52;348;0.785;;;;;;;;
18.44;348;0.785;;;;;;;;
18.36;348;0.785;;;;;;;;
18.26;348;0.785;;;;;;;;
18.17;348;0.785;;;;;;;;
18.09;348;0.785;;;;;;;;
17.98;348;0.783;;;;;;;;
17.88;348;0.783;;;;;;;;
17.79;343;0.783;;;;;;;;
17.69;348;0.783;;;;;;;;
17.59;348;0.783;;;;;;;;
17.48;343;0.783;;;;;;;;
17.39;343;0.783;;;;;;;;
17.27;348;0.783;;;;;;;;
17.18;348;0.783;;;;;;;;
17.11;343;0.783;;;;;;;;
17.04;348;0.783;;;;;;;;
17.08;348;0.783;;;;;;;;
17.02;348;0.783;;;;;;;;
16.94;348;0.781;;;;;;;;
16.83;348;0.781;;;;;;;;
16.73;348;0.781;;;;;;;;
16.63;343;0.781;;;;;;;;
16.53;353;0.781;;;;;;;;
16.42;358;0.781;;;;;;;;
16.31;358;0.781;;;;;;;;
16.23;353;0.781;;;;;;;;
16.16;358;0.781;;;;;;;;
